Codigo,Nombre,Categoria,Tecnologia,Estado,Departamento,Municipio,Ubicación,Altitud,Fecha_instalacion,Fecha_suspension,Area Operativa,Corriente,Area Hidrografica,Zona Hidrografica,Subzona hidrografica,Entidad
24010330,ESPINO EL  [24010330],Pluviográfica,Convencional,Activa,Cundinamarca,Lenguazaque,"(5.33333333, -73.73333333)",2550,1961-10-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Los Tiestos,Magdalena Cauca,Sogamoso,Río Suárez,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
24015190,NOVILLEROS  [24015190],Climática Ordinaria,Convencional,Activa,Cundinamarca,Ubaté,"(5.33333333, -73.78333333)",2550,1965-12-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Los Tiestos,Magdalena Cauca,Sogamoso,Río Suárez,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
26107120,ALTAMISA LA  [26107120],Limnigráfica,Convencional,Activa,Valle del Cauca,La Victoria (Valle del cauca),"(4.53333333, -76.01666667)",920,1982-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Rios Las Cañas - Los Micos y Obando,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
26110380,LUCERO EL  [26110380],Pluviométrica,Convencional,Activa,Valle del Cauca,La Unión (Valle del cauca),"(4.53333333, -76.1)",976,1975-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
26120240,SORRENTO  [26120240],Pluviométrica,Convencional,Activa,Quindío,Montenegro,"(4.53333333, -75.85)",1290,1982-05-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,FEDERACION NACIONAL DE CAFETEROS
26120320,GOBERNACION  [26120320],Pluviométrica,Convencional,Activa,Quindío,Armenia (Quindío),"(4.53333333, -75.68333333)",1551,1972-03-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,CORPORACION REGIONAL DEL QUINDIO
26120400,BUENOS AIRES  [26120400],Pluviométrica,Convencional,Activa,Quindío,Salento,"(4.53333333, -75.6)",2280,1971-04-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,CORPORACION REGIONAL DEL QUINDIO
26120420,SAN RAFAEL  [26120420],Pluviométrica,Convencional,Activa,Quindío,Calarcá,"(4.53333333, -75.65)",1600,1971-04-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,CORPORACION REGIONAL DEL QUINDIO
26120520,TUCUMAN  [26120520],Pluviométrica,Convencional,Activa,Quindío,Armenia (Quindío),"(4.53333333, -75.73333333)",1250,1981-08-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,FEDERACION NACIONAL DE CAFETEROS
26125090,SENA EL  [26125090],Meteorológica Especial,Convencional,Activa,Quindío,Armenia (Quindío),"(4.53333333, -75.66666667)",1550,1961-12-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,FEDERACION NACIONAL DE CAFETEROS
26125220,UNIV QUINDIO  [26125220],Climática Ordinaria,Convencional,Activa,Quindío,Armenia (Quindío),"(4.53333333, -75.7)",1550,1971-04-15,,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,CORPORACION REGIONAL DEL QUINDIO
21202180,QUIBA  - AUT  [21202180],Pluviográfica,Automática con Telemetría,Activa,Bogotá,"Bogota, D.C","(4.54305556, -74.15583333)",2682,1999-09-01,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Bogotá,FONDO DE PREVENCION Y ATENCION DE DESASTRES DE BOGOTA DC - FOPAE
21201020,ALTO CHARCO  [21201020],Pluviométrica,Convencional,Activa,Cundinamarca,Sibaté,"(4.55, -74.28333333)",2728,1970-04-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Bogotá,EMPRESA DE ENERGIA ELECTRICA DE BOGOTA
21201260,PORVENIR EL  [21201260],Pluviométrica,Convencional,Activa,Cundinamarca,El Colegio,"(4.55, -74.31666667)",1350,1952-02-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Sumapaz,FEDERACION NACIONAL DE CAFETEROS
26110420,PLANTA LA  [26110420],Pluviométrica,Convencional,Suspendida,Valle del Cauca,La Unión (Valle del cauca),"(4.53333333, -76.13333333)",1346,1975-01-15,1991-05-15,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
26120010,COL SAN JOSE ARMEN  [26120010],Pluviométrica,Convencional,Suspendida,Quindío,Armenia (Quindío),"(4.53333333, -75.68333333)",1483,1929-09-15,1936-12-15,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,MINISTERIO DE AGRICULTURA
26120050,TALLERES CALARCA  [26120050],Pluviométrica,Convencional,Suspendida,Quindío,Calarcá,"(4.53333333, -75.63333333)",1500,1966-01-15,1968-07-15,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,MINISTERIO DE OBRAS PUBLICAS
26125050,AGRICOLA GJA  [26125050],Climática Ordinaria,Convencional,Suspendida,Quindío,Armenia (Quindío),"(4.53333333, -75.68333333)",1483,1943-06-15,1944-07-15,Area Operativa 09 - Cauca-Valle-Caldas,Los Micos,Magdalena Cauca,Cauca,Río La Vieja,MINISTERIO DE AGRICULTURA
21201750,CHARQUITO  [21201750],Pluviométrica,Convencional,Activa,Cundinamarca,Soacha,"(4.55, -74.28333333)",2550,1988-01-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21201820,PENAS BLANCAS  [21201820],Pluviográfica,Convencional,Activa,Cundinamarca,El Colegio,"(4.55, -74.38333333)",2450,1988-02-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21205610,MUNA  [21205610],Climática Principal,Convencional,Activa,Cundinamarca,Sibaté,"(4.55, -74.25)",2565,1966-07-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21206810,SAN BENITO  - AUT  [21206810],Climática Principal,Automática con Telemetría,Activa,Bogotá,"Bogota, D.C","(4.55, -74.23333333)",2560,2003-11-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Bogotá,ESTACIONES PARTICULARES
21206820,MEJICO  [21206820],Climática Principal,Convencional,Activa,Bogotá,"Bogota, D.C","(4.55, -74.13333333)",2563,2004-02-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Chingaza,Magdalena Cauca,Alto Magdalena,Río Bogotá,ESTACIONES PARTICULARES
21200550,UNION LA-EL ROSAL  [21200550],Pluviométrica,Convencional,Activa,Cundinamarca,Subachoque,"(4.86666667, -74.25)",2725,1960-01-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Cristobal,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21201130,ALMAVIVA  [21201130],Pluviométrica,Convencional,Activa,Cundinamarca,Chía,"(4.86666667, -74.01666667)",2595,1973-04-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Cristobal,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21206290,VENECIA  [21206290],Climática Principal,Convencional,Activa,Cundinamarca,Facatativá,"(4.86666667, -74.41666667)",2673,1986-12-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Cristobal,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21207510,VEGA LA  [21207510],Limnigráfica,Convencional,Activa,Cundinamarca,Guasca,"(4.86666667, -73.85)",2660,1956-11-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Aves,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21207580,MURALLA LA  [21207580],Limnimétrica,Convencional,Activa,Cundinamarca,Subachoque,"(4.86666667, -74.18333333)",2585,1960-02-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Subachoque,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21200570,VENECIA  [21200570],Pluviométrica,Convencional,Suspendida,Cundinamarca,Facatativá,"(4.86666667, -74.41666667)",2673,1956-12-15,1986-12-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Cristobal,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21205070,CASA REALES-GUASCA  [21205070],Climática Ordinaria,Convencional,Suspendida,Cundinamarca,Guasca,"(4.86666667, -73.85)",2716,1929-09-15,1949-01-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Cristobal,Magdalena Cauca,Alto Magdalena,Río Bogotá,MINISTERIO DE LA ECONOMIA
21205280,TENJO  [21205280],Climática Ordinaria,Convencional,Suspendida,Cundinamarca,Tenjo,"(4.86666667, -74.15)",2650,1943-08-15,1949-12-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Cristobal,Magdalena Cauca,Alto Magdalena,Río Bogotá,MINISTERIO DE AGRICULTURA
21208170,MERCEDES LAS  [21208170],Limnimétrica,Convencional,Suspendida,Cundinamarca,Chía,"(4.86666667, -74.06666667)",2610,1964-02-15,1966-11-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Frio,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21209600,PTE CACIQUE  [21209600],Limnimétrica,Convencional,Activa,Cundinamarca,Chía,"(4.86666667, -74.06666667)",2560,1997-08-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Frio,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21209650,GRANDE HDA  [21209650],Limnimétrica,Convencional,Activa,Cundinamarca,Facatativá,"(4.86666667, -74.38333333)",2630,1999-05-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Pava,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
23060120,PORVENIR EL  [23060120],Pluviométrica,Convencional,Activa,Cundinamarca,Albán,"(4.86666667, -74.43333333)",1420,1960-01-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Pava,Magdalena Cauca,Medio Magdalena,Río Negro,FEDERACION NACIONAL DE CAFETEROS
23060220,VIANI  [23060220],Pluviométrica,Convencional,Activa,Cundinamarca,Vianí,"(4.86666667, -74.55)",1500,1982-01-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Pava,Magdalena Cauca,Medio Magdalena,Río Negro,FEDERACION NACIONAL DE CAFETEROS
23060310,ESPERANZA LA  [23060310],Pluviométrica,Convencional,Activa,Cundinamarca,Guayabal De Síquima,"(4.86666667, -74.48333333)",1600,1991-01-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Pava,Magdalena Cauca,Medio Magdalena,Río Negro,FEDERACION NACIONAL DE CAFETEROS
26110260,STA MARTA  [26110260],Pluviométrica,Convencional,Activa,Valle del Cauca,El Águila,"(4.86666667, -76.05)",1760,1991-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Pava,Magdalena Cauca,Cauca,Rios Pescador - RUT - Chanco - Catarina y Cañaveral,FEDERACION NACIONAL DE CAFETEROS
26130280,RISARALDA  [26130280],Pluviométrica,Convencional,Activa,RIsaralda,Santa Rosa De Cabal,"(4.86666667, -75.61666667)",1675,1960-09-15,,Area Operativa 09 - Cauca-Valle-Caldas,Pava,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,CENTRAL HIDROELECTRICA DE CALDAS S.A.
26130320,TERMALES  [26130320],Pluviométrica,Convencional,Activa,RIsaralda,Santa Rosa De Cabal,"(4.86666667, -75.55)",1790,1970-11-15,,Area Operativa 09 - Cauca-Valle-Caldas,Pava,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,CENTRAL HIDROELECTRICA DE CALDAS S.A.
26135280,PILAMO EL  [26135280],Climática Principal,Convencional,Activa,RIsaralda,Pereira,"(4.86666667, -75.8)",1113,1997-12-15,,Area Operativa 09 - Cauca-Valle-Caldas,Pava,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,FEDERACION NACIONAL DE CAFETEROS
26137040,PTE ESPANOL 6-907  [26137040],Limnimétrica,Convencional,Activa,RIsaralda,Santa Rosa De Cabal,"(4.86666667, -75.63333333)",1670,1961-02-15,,Area Operativa 09 - Cauca-Valle-Caldas,San Eugenio,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,CENTRAL HIDROELECTRICA DE CALDAS S.A.
26137100,MI CASITA  [26137100],Limnimétrica,Convencional,Activa,RIsaralda,Santa Rosa De Cabal,"(4.86666667, -75.58333333)",1850,1983-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Campoalegre,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,CENTRAL HIDROELECTRICA DE CALDAS S.A.
21207705,EL VERGEL-  - AUT  [21207705],Limnigráfica,Automática con Telemetría,Activa,Cundinamarca,Sopó,"(4.86769444, -73.95744444)",3030,,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Rio Teusaca,Magdalena Cauca,Alto Magdalena,Río Bogotá,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21250320,ESPERANZA LA  [21250320],Pluviométrica,Convencional,Suspendida,Tolima,Ambalema,"(4.86666667, -74.78333333)",250,1963-10-15,1967-07-15,Area Operativa 10 - Tolima,Pava,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI
21255030,RASTROJOS KM 96  [21255030],Climática Ordinaria,Convencional,Suspendida,Tolima,Ambalema,"(4.86666667, -74.78333333)",450,1938-04-15,1946-11-15,Area Operativa 10 - Tolima,Pava,Magdalena Cauca,Alto Magdalena,Río Lagunilla y Otros Directos al Magdalena,MINISTERIO DE AGRICULTURA
26130080,REFUGIO EL  [26130080],Pluviométrica,Convencional,Suspendida,RIsaralda,Santa Rosa De Cabal,"(4.86666667, -75.63333333)",1700,1961-01-15,1961-11-15,Area Operativa 09 - Cauca-Valle-Caldas,Pava,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,FEDERACION NACIONAL DE CAFETEROS
26135010,STA ROSA DE CABAL  [26135010],Climática Ordinaria,Convencional,Suspendida,RIsaralda,Santa Rosa De Cabal,"(4.86666667, -75.61666667)",1700,1933-01-15,1942-06-15,Area Operativa 09 - Cauca-Valle-Caldas,Pava,Magdalena Cauca,Cauca,Río Otún y otros directos al Cauca,MINISTERIO DE LA ECONOMIA
21207008,LA VEGA  - AUT  [21207008],Limnigráfica,Automática con Telemetría,Activa,Cundinamarca,Guasca,"(4.87888889, -73.85944444)",2629,,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Rio Aves,Magdalena Cauca,Alto Magdalena,Río Bogotá,EMGESA EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGÍA
21205620,GUATAVITA  [21205620],Climática Principal,Convencional,Activa,Cundinamarca,Guatavita,"(4.88333333, -73.36666667)",2625,1967-11-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Rio Aves,Orinoco,Meta,Río Garagoa,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
26090620,ANGOSTURAS  [26090620],Pluviométrica,Convencional,Activa,Valle del Cauca,San Pedro (Valle del cauca),"(3.98333333, -76.2)",1221,1971-11-15,,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Magdalena Cauca,Cauca,Ríos Guadalajara y San Pedro,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
26100670,GITANA LA  [26100670],Pluviométrica,Convencional,Activa,Valle del Cauca,Tuluá,"(3.98333333, -75.95)",2783,1971-02-15,,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Magdalena Cauca,Cauca,Río Bugalagrande,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
26105200,MONTE LORO  [26105200],Climática Ordinaria,Convencional,Activa,Valle del Cauca,Tuluá,"(3.98333333, -76.05)",1861,1971-02-15,,Area Operativa 09 - Cauca-Valle-Caldas,San Juan,Magdalena Cauca,Cauca,Ríos Tulua y Morales,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
54077050,GAVIONES LOS  [54077050],Limnigráfica,Convencional,Activa,Valle del Cauca,Calima (El Darién),"(3.98333333, -76.48333333)",1478,1974-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Calima,Pacifico,San Juán,Ríos Calima y  Bajo San Juan,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
21197250,PI#ITA LA  [21197250],Limnimétrica,Convencional,Activa,Cundinamarca,Cabrera (Cundinamarca),"(4.0, -74.2)",2750,1998-07-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Qda Paquilo,Orinoco,Guaviare,Río Ariari,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
26080170,GARZONERO  [26080170],Pluviométrica,Convencional,Activa,Valle del Cauca,Yotoco,"(4.0, -76.43333333)",962,1970-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Qda Paquilo,Pacifico,San Juán,Ríos Calima y  Bajo San Juan,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
35020040,MARINGA  [35020040],Pluviométrica,Convencional,Activa,Meta,Acacías,"(4.0, -73.76666667)",540,1968-07-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Qda Paquilo,Orinoco,Meta,Rio Metica (Guamal - Humadea),FEDERACION NACIONAL DE CAFETEROS
35020250,ESMERALDA LA  [35020250],Pluviométrica,Convencional,Suspendida,Meta,Acacías,"(3.96666667, -73.71666667)",520,1967-02-15,1968-10-15,Area Operativa 03 - Meta-Guaviare-Guainía,Tomine,Orinoco,Meta,Rio Metica (Guamal - Humadea),INSTITUTO GEOGRAFICO AGUSTIN CODAZZI
54077150,ESPERANZA LA  [54077150],Limnigráfica,Convencional,Suspendida,Valle del Cauca,Calima (El Darién),"(3.96666667, -76.63333333)",1500,1955-08-15,1965-09-15,Area Operativa 09 - Cauca-Valle-Caldas,Bravo,Pacifico,San Juán,Ríos Calima y  Bajo San Juan,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
21190260,PLAYA LA  [21190260],Pluviométrica,Convencional,Suspendida,Cundinamarca,Cabrera (Cundinamarca),"(3.98333333, -74.36666667)",3300,1966-03-15,1969-12-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Bravo,Magdalena Cauca,Alto Magdalena,Río Sumapaz,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21197050,RINCON SANTO  [21197050],Limnimétrica,Convencional,Suspendida,Bogotá,"Bogota, D.C","(3.98333333, -74.33333333)",2850,1966-03-15,1972-05-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,San Juan,Magdalena Cauca,Alto Magdalena,Río Sumapaz,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
21197060,PTE PAQUILO  [21197060],Limnimétrica,Convencional,Suspendida,Bogotá,"Bogota, D.C","(4.0, -74.36666667)",2900,1966-03-15,1974-03-15,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Paquilo,Magdalena Cauca,Alto Magdalena,Río Sumapaz,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
35010200,RANCHO ALEGRE  [35010200],Pluviométrica,Convencional,Suspendida,Meta,Acacías,"(4.0, -73.8)",533,1966-06-15,1968-08-15,Area Operativa 03 - Meta-Guaviare-Guainía,Qda Paquilo,Orinoco,Meta,Rio Metica (Guamal - Humadea),INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA
54077040,TAGUAL  [54077040],Limnigráfica,Convencional,Activa,Valle del Cauca,Calima (El Darién),"(4.0, -76.8)",80,1982-03-15,,Area Operativa 09 - Cauca-Valle-Caldas,Calima,Pacifico,San Juán,Ríos Calima y  Bajo San Juan,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
54077160,BOCATOMA  [54077160],Limnigráfica,Convencional,Activa,Valle del Cauca,Calima (El Darién),"(4.0, -76.58333333)",1425,1989-04-15,,Area Operativa 09 - Cauca-Valle-Caldas,Bravo,Pacifico,San Juán,Río Munguidó,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
21197300,PTE LA PANELA  [21197300],Limnimétrica,Convencional,Activa,Cundinamarca,Cabrera (Cundinamarca),"(4.01666667, -74.43333333)",2120,1998-07-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Qda La Panela,Magdalena Cauca,Alto Magdalena,Río Sumapaz,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
26085140,GARZONERO  [26085140],Climática Ordinaria,Convencional,Activa,Valle del Cauca,Yotoco,"(4.01666667, -76.31666667)",942,1970-10-15,,Area Operativa 09 - Cauca-Valle-Caldas,Qda La Panela,Magdalena Cauca,Cauca,Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
26087160,GARZONERO NORTE  [26087160],Limnimétrica,Convencional,Activa,Valle del Cauca,Yotoco,"(4.01666667, -76.3)",933,1985-04-15,,Area Operativa 09 - Cauca-Valle-Caldas,Cauca,Magdalena Cauca,Cauca,Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
31095020,SAN FERNANDO D  [31095020],Climática Ordinaria,Convencional,Activa,Guainía,Inírida,"(4.01666667, -70.66666667)",90,1960-01-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Tulua,Orinoco,Guaviare,Bajo Río Uvá,ESTACIONES PARTICULARES
35010030,MONTELIBANO  [35010030],Pluviométrica,Convencional,Activa,Meta,Acacías,"(4.03333333, -73.75)",610,1980-03-15,,Area Operativa 03 - Meta-Guaviare-Guainía,Tulua,Orinoco,Meta,Río Guayuriba,FEDERACION NACIONAL DE CAFETEROS
24017230,BOQUERON EL  [24017230],Limnimétrica,Convencional,Activa,Cundinamarca,Lenguazaque,"(5.33333333, -73.7)",2558,1960-11-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Suarez,Magdalena Cauca,Sogamoso,Río Suárez,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
24017310,PTE BARCELONA  [24017310],Limnigráfica,Convencional,Activa,Cundinamarca,Ubaté,"(5.33333333, -73.7)",2548,1964-04-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Ubate,Magdalena Cauca,Sogamoso,Río Suárez,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
22075010,RONCESVALLES  [22075010],Climática Ordinaria,Convencional,Suspendida,Tolima,Roncesvalles,"(4.01666667, -75.53333333)",2580,1945-01-15,1946-07-15,Area Operativa 10 - Tolima,Qda La Panela,Magdalena Cauca,Saldaña,Rïo Cucuana,MINISTERIO DE AGRICULTURA
21160100,REVES EL-CENT ADM  [21160100],Pluviográfica,Convencional,Suspendida,Tolima,Cunday,"(4.03333333, -74.71666667)",500,1966-08-15,1968-11-15,Area Operativa 10 - Tolima,Tulua,Magdalena Cauca,Alto Magdalena,Río Prado,INSTITUTO COLOMBIANO DE LA REFORMA AGRARIA
21180060,TIMANA HDA  [21180060],Pluviométrica,Convencional,Suspendida,Tolima,Guamo,"(4.03333333, -74.95)",300,1959-07-15,1962-04-15,Area Operativa 10 - Tolima,Tulua,Magdalena Cauca,Alto Magdalena,Río Luisa y otros directos al Magdalena,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI
21180090,DESMOTADORA  [21180090],Pluviométrica,Convencional,Suspendida,Tolima,Guamo,"(4.03333333, -74.96666667)",300,1960-02-15,1961-01-15,Area Operativa 10 - Tolima,Tulua,Magdalena Cauca,Alto Magdalena,Río Luisa y otros directos al Magdalena,INSTITUTO DE FOMENTO ALGODONERO
21185070,GUAMO  [21185070],Climática Ordinaria,Convencional,Suspendida,Tolima,Guamo,"(4.03333333, -74.95)",345,1934-08-15,1939-08-15,Area Operativa 10 - Tolima,Tulua,Magdalena Cauca,Alto Magdalena,Río Luisa y otros directos al Magdalena,MINISTERIO DE AGRICULTURA
54070040,PALMERA LA  [54070040],Pluviométrica,Convencional,Suspendida,Valle del Cauca,Calima (El Darién),"(4.03333333, -76.51666667)",2130,1966-04-15,1982-07-15,Area Operativa 09 - Cauca-Valle-Caldas,Tulua,Pacifico,San Juán,Ríos Calima y  Bajo San Juan,CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA
24017550,MALILLA LA  [24017550],Limnigráfica,Convencional,Activa,Cundinamarca,Carmen De Carupa,"(5.33333333, -73.9)",2596,1967-03-15,,Area Operativa 11 - Cundinamarca-Amazonas-San Andrés,Carupa,Magdalena Cauca,Sogamoso,Río Suárez,CAR - CORPORACION AUTONOMA REGIONAL DE CUNDINAMARCA
26140270,BARRANCO EL  [26140270],Pluviométrica,Convencional,Activa,RIsaralda,Mistrató,"(5.33333333, -75.88333333)",1580,1988-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Carupa,Magdalena Cauca,Cauca,Río Risaralda,FEDERACION NACIONAL DE CAFETEROS
26140300,BUENOS AIRES  [26140300],Pluviométrica,Convencional,Activa,RIsaralda,Guática,"(5.33333333, -75.8)",1830,1991-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Carupa,Magdalena Cauca,Cauca,Río Risaralda,FEDERACION NACIONAL DE CAFETEROS
26140390,OSPIRMA  [26140390],Pluviométrica,Convencional,Activa,RIsaralda,Guática,"(5.33333333, -75.81666667)",1550,1981-01-15,,Area Operativa 09 - Cauca-Valle-Caldas,Carupa,Magdalena Cauca,Cauca,Río Risaralda,FEDERACION NACIONAL DE CAFETEROS
